1779111548936|155|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0
1779111549321|221|commit|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad||
1779111571540|198|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%cuantas%') escape '\\' or upper(se1_0.direccion) like upper('%cuantas%') escape '\\' or upper(se1_0.horario) like upper('%cuantas%') escape '\\' limit 5
1779111726990|474|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|SELECT @@character_set_database, @@sql_mode|SELECT @@character_set_database, @@sql_mode
1779111807777|158|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|SELECT @@character_set_database, @@sql_mode|SELECT @@character_set_database, @@sql_mode
1779111838982|157|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|SELECT @@character_set_database, @@sql_mode|SELECT @@character_set_database, @@sql_mode
1779111852314|272|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%cuantas%') escape '\\' or upper(se1_0.direccion) like upper('%cuantas%') escape '\\' or upper(se1_0.horario) like upper('%cuantas%') escape '\\' limit 5
1779111854462|376|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select count(*) from sucursales se1_0|select count(*) from sucursales se1_0
1779111854615|145|commit|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad||
1779111882924|368|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%cuales%') escape '\\' or upper(se1_0.direccion) like upper('%cuales%') escape '\\' or upper(se1_0.horario) like upper('%cuales%') escape '\\' limit 5
